Gene stable ID	Human gene stable ID	Human homology type
ENSPANG00000034042		
ENSPANG00000049120		
ENSPANG00000047824		
ENSPANG00000025480	ENSG00000159921	ortholog_one2one
ENSPANG00000038040	ENSG00000176900	ortholog_one2one
ENSPANG00000019254	ENSG00000196664	ortholog_one2one
ENSPANG00000029497		
ENSPANG00000034578	ENSG00000197696	ortholog_one2one
ENSPANG00000048486		
ENSPANG00000021712	ENSG00000171475	ortholog_one2one
ENSPANG00000005539	ENSG00000153214	ortholog_one2one
ENSPANG00000039325		
ENSPANG00000037103		
ENSPANG00000049867		
ENSPANG00000023712	ENSG00000011295	ortholog_one2one
ENSPANG00000051316		
ENSPANG00000008267	ENSG00000261609	ortholog_one2one
ENSPANG00000045537		
ENSPANG00000037050		
ENSPANG00000012359		
ENSPANG00000004323	ENSG00000020577	ortholog_one2one
ENSPANG00000023621	ENSG00000108599	ortholog_one2one
ENSPANG00000038669		
ENSPANG00000004683	ENSG00000120457	ortholog_one2one
ENSPANG00000019065	ENSG00000197272	ortholog_one2one
ENSPANG00000022832	ENSG00000159224	ortholog_one2one
ENSPANG00000049483	ENSG00000108947	ortholog_one2one
ENSPANG00000050190		
ENSPANG00000022826		
ENSPANG00000024483	ENSG00000153774	ortholog_one2one
ENSPANG00000050736		
ENSPANG00000013609	ENSG00000036473	ortholog_one2one
ENSPANG00000025793	ENSG00000129158	ortholog_one2one
ENSPANG00000026044	ENSG00000123454	ortholog_one2one
ENSPANG00000014521	ENSG00000238793	ortholog_one2one
ENSPANG00000022594	ENSG00000062650	ortholog_one2one
ENSPANG00000045071		
ENSPANG00000039244		
ENSPANG00000046095		
ENSPANG00000005701	ENSG00000176895	ortholog_one2one
ENSPANG00000035012	ENSG00000262165	ortholog_one2one
ENSPANG00000024002	ENSG00000179912	ortholog_one2one
ENSPANG00000033126		
ENSPANG00000038723		
ENSPANG00000015564	ENSG00000110619	ortholog_one2one
ENSPANG00000050996		
ENSPANG00000042288		
ENSPANG00000049990		
ENSPANG00000023453	ENSG00000187134	ortholog_one2one
ENSPANG00000008482	ENSG00000196141	ortholog_one2one
ENSPANG00000039887	ENSG00000172199	ortholog_one2one
ENSPANG00000031715	ENSG00000198104	ortholog_one2one
ENSPANG00000047913		
ENSPANG00000040134		
ENSPANG00000050468		
ENSPANG00000043222	ENSG00000137077	ortholog_one2one
ENSPANG00000051359		
ENSPANG00000044606	ENSG00000176893	ortholog_one2one
ENSPANG00000042843		
ENSPANG00000004262		
ENSPANG00000015036	ENSG00000123136	ortholog_one2one
ENSPANG00000045302		
ENSPANG00000043916		
ENSPANG00000012106	ENSG00000151704	ortholog_one2one
ENSPANG00000048672	ENSG00000278870	ortholog_one2one
ENSPANG00000022891	ENSG00000108511	ortholog_one2one
ENSPANG00000038915		
ENSPANG00000045686		
ENSPANG00000050616		
ENSPANG00000039202	ENSG00000065371	ortholog_many2many
ENSPANG00000039202	ENSG00000114547	ortholog_many2many
ENSPANG00000039848		
ENSPANG00000039347		
ENSPANG00000036993	ENSG00000241343	ortholog_one2one
ENSPANG00000009604	ENSG00000100376	ortholog_one2one
ENSPANG00000046725		
ENSPANG00000021460	ENSG00000173757	ortholog_one2one
ENSPANG00000017038	ENSG00000166833	ortholog_one2one
ENSPANG00000032280		
ENSPANG00000051083		
ENSPANG00000044249	ENSG00000180257	ortholog_one2one
ENSPANG00000050057		
ENSPANG00000010427	ENSG00000176798	ortholog_one2one
ENSPANG00000030933	ENSG00000101074	ortholog_one2one
ENSPANG00000046889		
ENSPANG00000041340		
ENSPANG00000044521		
ENSPANG00000025336	ENSG00000205108	ortholog_one2one
ENSPANG00000039671		
ENSPANG00000022196	ENSG00000152683	ortholog_one2one
ENSPANG00000019062	ENSG00000099364	ortholog_one2one
ENSPANG00000050643		
ENSPANG00000039444		
ENSPANG00000041011		
ENSPANG00000020749	ENSG00000196865	ortholog_one2one
ENSPANG00000043361		
ENSPANG00000002502	ENSG00000262655	ortholog_one2one
ENSPANG00000031457		
ENSPANG00000038347		
ENSPANG00000044366		
ENSPANG00000023154	ENSG00000182271	ortholog_one2one
ENSPANG00000021657	ENSG00000094804	ortholog_one2one
ENSPANG00000047150	ENSG00000197471	ortholog_one2one
ENSPANG00000042193		
ENSPANG00000044571		
ENSPANG00000050417		
ENSPANG00000050658		
ENSPANG00000016999	ENSG00000050820	ortholog_one2one
ENSPANG00000016884	ENSG00000143878	ortholog_one2one
ENSPANG00000042536		
ENSPANG00000023482	ENSG00000197912	ortholog_one2one
ENSPANG00000035060	ENSG00000128268	ortholog_one2one
ENSPANG00000034859		
ENSPANG00000032009		
ENSPANG00000037898		
ENSPANG00000034837	ENSG00000176029	ortholog_one2one
ENSPANG00000043898		
ENSPANG00000037953		
ENSPANG00000048246	ENSG00000128731	ortholog_one2one
ENSPANG00000011879	ENSG00000148948	ortholog_one2one
ENSPANG00000045437		
ENSPANG00000020556	ENSG00000101473	ortholog_one2one
ENSPANG00000042652		
ENSPANG00000038512		
ENSPANG00000049542	ENSG00000168067	ortholog_one2many
ENSPANG00000043685		
ENSPANG00000040770		
ENSPANG00000042113		
ENSPANG00000000772	ENSG00000100422	ortholog_one2many
ENSPANG00000025334		
ENSPANG00000042750		
ENSPANG00000038586	ENSG00000214114	ortholog_one2many
ENSPANG00000046081		
ENSPANG00000019397	ENSG00000172464	ortholog_one2one
ENSPANG00000039653		
ENSPANG00000014773		
ENSPANG00000045183		
ENSPANG00000025161		
ENSPANG00000001245	ENSG00000142544	ortholog_one2one
ENSPANG00000011732	ENSG00000124134	ortholog_one2one
ENSPANG00000045731		
ENSPANG00000037068		
ENSPANG00000037675		
ENSPANG00000039474		
ENSPANG00000045280		
ENSPANG00000030477	ENSG00000183914	ortholog_one2one
ENSPANG00000048170		
ENSPANG00000024601	ENSG00000197879	ortholog_one2one
ENSPANG00000010914	ENSG00000132793	ortholog_one2one
ENSPANG00000031929	ENSG00000181649	ortholog_one2one
ENSPANG00000012513	ENSG00000169891	ortholog_one2one
ENSPANG00000039815		
ENSPANG00000020747	ENSG00000198924	ortholog_one2one
ENSPANG00000051302		
ENSPANG00000022775		
ENSPANG00000048130		
ENSPANG00000031529	ENSG00000166822	ortholog_one2one
ENSPANG00000037238		
ENSPANG00000044101		
ENSPANG00000001246	ENSG00000129450	ortholog_one2one
ENSPANG00000050099		
ENSPANG00000014972		
ENSPANG00000034775	ENSG00000115762	ortholog_one2many
ENSPANG00000001186	ENSG00000183918	ortholog_one2one
ENSPANG00000002781	ENSG00000172208	ortholog_one2one
ENSPANG00000043058		
ENSPANG00000013155	ENSG00000074657	ortholog_one2one
ENSPANG00000019907	ENSG00000183077	ortholog_one2one
ENSPANG00000015858	ENSG00000141101	ortholog_one2one
ENSPANG00000050430		
ENSPANG00000037908		
ENSPANG00000049985		
ENSPANG00000038935	ENSG00000137766	ortholog_one2many
ENSPANG00000047339		
ENSPANG00000012376		
ENSPANG00000037577		
ENSPANG00000050644		
ENSPANG00000012268		
ENSPANG00000009097	ENSG00000237524	ortholog_one2one
ENSPANG00000022521	ENSG00000115380	ortholog_one2one
ENSPANG00000043421		
ENSPANG00000047367	ENSG00000175619	ortholog_one2one
ENSPANG00000040372		
ENSPANG00000024313	ENSG00000108518	ortholog_one2one
ENSPANG00000019107	ENSG00000116062	ortholog_one2one
ENSPANG00000041733		
ENSPANG00000012624		
ENSPANG00000010671	ENSG00000188368	ortholog_one2one
ENSPANG00000011316	ENSG00000228474	ortholog_one2one
ENSPANG00000050290		
ENSPANG00000047216		
ENSPANG00000026178	ENSG00000124237	ortholog_one2one
ENSPANG00000049614	ENSG00000182463	ortholog_one2one
ENSPANG00000025263	ENSG00000107105	ortholog_one2one
ENSPANG00000006268	ENSG00000159398	ortholog_one2one
ENSPANG00000039044		
ENSPANG00000044157		
ENSPANG00000038260		
ENSPANG00000022759	ENSG00000124253	ortholog_one2one
ENSPANG00000024602	ENSG00000132376	ortholog_one2one
ENSPANG00000042098		
ENSPANG00000043480		
ENSPANG00000003495	ENSG00000101542	ortholog_one2one
ENSPANG00000017014	ENSG00000025770	ortholog_one2one
ENSPANG00000041913		
ENSPANG00000046828		
ENSPANG00000042910		
ENSPANG00000049748		
ENSPANG00000000336	ENSG00000134419	ortholog_one2one
ENSPANG00000037859		
ENSPANG00000048394		
ENSPANG00000042595		
ENSPANG00000011767	ENSG00000268964	ortholog_many2many
ENSPANG00000011767	ENSG00000269526	ortholog_many2many
ENSPANG00000045154		
ENSPANG00000039559	ENSG00000157450	ortholog_one2many
ENSPANG00000048180		
ENSPANG00000030727		
ENSPANG00000039601		
ENSPANG00000021658	ENSG00000131759	ortholog_one2one
ENSPANG00000003905	ENSG00000166948	ortholog_one2one
ENSPANG00000044927		
ENSPANG00000040911	ENSG00000185085	ortholog_one2many
ENSPANG00000051425		
ENSPANG00000034699	ENSG00000150361	ortholog_one2one
ENSPANG00000045473		
ENSPANG00000031129	ENSG00000102001	ortholog_one2one
ENSPANG00000032806		
ENSPANG00000045985	ENSG00000175520	ortholog_one2one
ENSPANG00000015131	ENSG00000115652	ortholog_one2one
ENSPANG00000043393		
ENSPANG00000039442		
ENSPANG00000019761	ENSG00000168288	ortholog_one2one
ENSPANG00000012696	ENSG00000167186	ortholog_one2one
ENSPANG00000014107		
ENSPANG00000012468	ENSG00000079462	ortholog_one2one
ENSPANG00000051068		
ENSPANG00000023711	ENSG00000141027	ortholog_one2one
ENSPANG00000009252	ENSG00000133818	ortholog_one2one
ENSPANG00000039259	ENSG00000189431	ortholog_one2one
ENSPANG00000044159		
ENSPANG00000022214	ENSG00000132703	ortholog_one2one
ENSPANG00000012239		
ENSPANG00000020671	ENSG00000149231	ortholog_one2one
ENSPANG00000042146		
ENSPANG00000029820	ENSG00000214336	ortholog_one2one
ENSPANG00000007575	ENSG00000278615	ortholog_one2one
ENSPANG00000039580		
ENSPANG00000022474	ENSG00000136444	ortholog_one2one
ENSPANG00000018351	ENSG00000100425	ortholog_one2one
ENSPANG00000006030	ENSG00000198121	ortholog_one2many
ENSPANG00000041221	ENSG00000163794	ortholog_one2one
ENSPANG00000020568	ENSG00000108878	ortholog_one2one
ENSPANG00000027049		
ENSPANG00000044487	ENSG00000073578	ortholog_one2many
ENSPANG00000042198		
ENSPANG00000037893	ENSG00000211961	ortholog_one2many
ENSPANG00000044126		
ENSPANG00000023623	ENSG00000128487	ortholog_one2one
ENSPANG00000043428		
ENSPANG00000024570	ENSG00000159387	ortholog_one2one
ENSPANG00000049603		
ENSPANG00000001360		
ENSPANG00000049032		
ENSPANG00000031416	ENSG00000283755	ortholog_one2many
ENSPANG00000031416	ENSG00000284484	ortholog_one2many
ENSPANG00000006818	ENSG00000170537	ortholog_one2one
ENSPANG00000038897	ENSG00000211962	ortholog_one2many
ENSPANG00000016552	ENSG00000134571	ortholog_one2one
ENSPANG00000042930		
ENSPANG00000024603	ENSG00000174238	ortholog_one2one
ENSPANG00000049283		
ENSPANG00000012861		
ENSPANG00000021352	ENSG00000165886	ortholog_one2one
ENSPANG00000021104	ENSG00000101126	ortholog_one2one
ENSPANG00000015649	ENSG00000105383	ortholog_one2one
ENSPANG00000006520	ENSG00000172985	ortholog_one2one
ENSPANG00000040560		
ENSPANG00000037918		
ENSPANG00000045392		
ENSPANG00000008507	ENSG00000184788	ortholog_one2one
ENSPANG00000044357		
ENSPANG00000015258	ENSG00000110446	ortholog_one2one
ENSPANG00000047034	ENSG00000233732	ortholog_one2many
ENSPANG00000047537		
ENSPANG00000025736	ENSG00000070159	ortholog_one2one
ENSPANG00000013062	ENSG00000172893	ortholog_one2one
ENSPANG00000019659	ENSG00000129675	ortholog_one2one
ENSPANG00000026826		
ENSPANG00000019063	ENSG00000184730	ortholog_one2one
ENSPANG00000039166		
ENSPANG00000047424	ENSG00000279486	ortholog_one2many
ENSPANG00000039699		
ENSPANG00000007231	ENSG00000134873	ortholog_one2one
ENSPANG00000004702	ENSG00000135929	ortholog_one2one
ENSPANG00000046271		
ENSPANG00000042182	ENSG00000206013	ortholog_one2one
ENSPANG00000043680		
ENSPANG00000042949	ENSG00000142089	ortholog_one2many
ENSPANG00000037074		
ENSPANG00000039953	ENSG00000151365	ortholog_one2one
ENSPANG00000026886		
ENSPANG00000006347		
ENSPANG00000011028	ENSG00000232125	ortholog_one2one
ENSPANG00000004919	ENSG00000276043	ortholog_one2one
ENSPANG00000022373	ENSG00000166260	ortholog_one2one
ENSPANG00000018039	ENSG00000135697	ortholog_one2one
ENSPANG00000038193		
ENSPANG00000019424	ENSG00000186765	ortholog_one2one
ENSPANG00000046366		
ENSPANG00000026322	ENSG00000211649	ortholog_one2one
ENSPANG00000043358		
ENSPANG00000010717	ENSG00000184900	ortholog_one2one
ENSPANG00000047957		
ENSPANG00000041071		
ENSPANG00000017476	ENSG00000137496	ortholog_one2many
ENSPANG00000047472		
ENSPANG00000005287	ENSG00000185885	ortholog_one2one
ENSPANG00000032015		
ENSPANG00000046328	ENSG00000214756	ortholog_one2one
ENSPANG00000044076	ENSG00000211891	ortholog_one2one
ENSPANG00000016995	ENSG00000144161	ortholog_one2one
ENSPANG00000020117	ENSG00000151651	ortholog_one2one
ENSPANG00000043021		
ENSPANG00000045990		
ENSPANG00000017103	ENSG00000169180	ortholog_one2one
ENSPANG00000025231	ENSG00000178031	ortholog_one2one
ENSPANG00000034436		
ENSPANG00000025477	ENSG00000137075	ortholog_one2one
ENSPANG00000009611	ENSG00000100154	ortholog_one2one
ENSPANG00000000893	ENSG00000153815	ortholog_one2one
ENSPANG00000009392	ENSG00000218819	ortholog_one2one
ENSPANG00000001660		
ENSPANG00000021444	ENSG00000108786	ortholog_one2one
ENSPANG00000019030	ENSG00000169689	ortholog_one2one
ENSPANG00000038697	ENSG00000117118	ortholog_one2many
ENSPANG00000038966	ENSG00000211640	ortholog_one2many
ENSPANG00000023977	ENSG00000100373	ortholog_one2one
ENSPANG00000031836	ENSG00000138109	ortholog_one2one
ENSPANG00000014796		
ENSPANG00000048292	ENSG00000157483	ortholog_one2many
ENSPANG00000004997	ENSG00000136153	ortholog_one2one
ENSPANG00000031845	ENSG00000173486	ortholog_one2one
ENSPANG00000000783		
ENSPANG00000049061		
ENSPANG00000039585		
ENSPANG00000045526		
ENSPANG00000006085	ENSG00000172073	ortholog_one2one
ENSPANG00000017490	ENSG00000282757	ortholog_one2one
ENSPANG00000007555	ENSG00000142102	ortholog_one2one
ENSPANG00000048216		
ENSPANG00000010884	ENSG00000115241	ortholog_one2one
ENSPANG00000040926		
ENSPANG00000037250	ENSG00000211895	ortholog_one2many
ENSPANG00000037250	ENSG00000211890	ortholog_one2many
ENSPANG00000012882	ENSG00000064012	ortholog_one2one
ENSPANG00000048753		
ENSPANG00000038360	ENSG00000144035	ortholog_one2many
ENSPANG00000038360	ENSG00000204872	ortholog_one2many
ENSPANG00000017424	ENSG00000131043	ortholog_one2one
ENSPANG00000019148	ENSG00000138081	ortholog_one2one
ENSPANG00000009200	ENSG00000075240	ortholog_one2one
ENSPANG00000045653		
ENSPANG00000037114	ENSG00000118245	ortholog_one2one
ENSPANG00000004513		
ENSPANG00000023037	ENSG00000172156	ortholog_one2one
ENSPANG00000024604	ENSG00000167703	ortholog_one2one
ENSPANG00000044921		
ENSPANG00000020139	ENSG00000108469	ortholog_one2one
ENSPANG00000047559		
ENSPANG00000047663		
ENSPANG00000011408	ENSG00000068976	ortholog_one2one
ENSPANG00000004388	ENSG00000105664	ortholog_one2one
ENSPANG00000033050		
ENSPANG00000022382	ENSG00000141198	ortholog_one2one
ENSPANG00000021328	ENSG00000155229	ortholog_one2one
ENSPANG00000021214	ENSG00000179833	ortholog_one2one
ENSPANG00000025786		
ENSPANG00000000044		
ENSPANG00000032471	ENSG00000181019	ortholog_one2one
ENSPANG00000018118	ENSG00000125246	ortholog_one2one
ENSPANG00000038973		
ENSPANG00000044138		
ENSPANG00000017463	ENSG00000163501	ortholog_one2one
ENSPANG00000040672	ENSG00000116096	ortholog_one2one
ENSPANG00000009469	ENSG00000185896	ortholog_one2one
ENSPANG00000047064		
ENSPANG00000018095	ENSG00000101421	ortholog_one2one
ENSPANG00000017510	ENSG00000088356	ortholog_one2one
ENSPANG00000003030	ENSG00000248746	ortholog_one2one
ENSPANG00000013413	ENSG00000124920	ortholog_one2one
ENSPANG00000044922	ENSG00000108700	ortholog_one2one
ENSPANG00000001139		
ENSPANG00000051234		
ENSPANG00000031565		
ENSPANG00000050140		
ENSPANG00000039728		
ENSPANG00000019031	ENSG00000169683	ortholog_one2one
ENSPANG00000047944		
ENSPANG00000005322	ENSG00000174885	ortholog_one2one
ENSPANG00000044142		
ENSPANG00000037161		
ENSPANG00000037466		
ENSPANG00000020091	ENSG00000115808	ortholog_one2one
ENSPANG00000008715	ENSG00000134775	ortholog_one2one
ENSPANG00000017105	ENSG00000213658	ortholog_one2one
ENSPANG00000009941	ENSG00000125971	ortholog_one2one
ENSPANG00000044948		
ENSPANG00000047197		
ENSPANG00000049499		
ENSPANG00000042860		
ENSPANG00000012687	ENSG00000197563	ortholog_one2one
ENSPANG00000047249		
ENSPANG00000038640		
ENSPANG00000020893	ENSG00000139835	ortholog_one2one
ENSPANG00000016834	ENSG00000102910	ortholog_one2one
ENSPANG00000030541		
ENSPANG00000021724	ENSG00000135960	ortholog_one2one
ENSPANG00000046063		
ENSPANG00000041055		
ENSPANG00000017378		
ENSPANG00000024351	ENSG00000182557	ortholog_one2one
ENSPANG00000050060		
ENSPANG00000044132		
ENSPANG00000024505	ENSG00000087510	ortholog_one2one
ENSPANG00000047861	ENSG00000110066	ortholog_one2many
ENSPANG00000032922	ENSG00000204516	ortholog_one2many
ENSPANG00000032922	ENSG00000204520	ortholog_one2many
ENSPANG00000051142		
ENSPANG00000046267		
ENSPANG00000029806		
ENSPANG00000018810	ENSG00000173762	ortholog_one2one
ENSPANG00000046108		
ENSPANG00000048507		
ENSPANG00000002669	ENSG00000179222	ortholog_one2one
ENSPANG00000000672	ENSG00000113387	ortholog_one2many
ENSPANG00000037356		
ENSPANG00000007663	ENSG00000240857	ortholog_one2one
ENSPANG00000019857	ENSG00000055483	ortholog_one2one
ENSPANG00000046740	ENSG00000205784	ortholog_one2one
ENSPANG00000008075		
ENSPANG00000047338		
ENSPANG00000031002		
ENSPANG00000047252		
ENSPANG00000043939		
ENSPANG00000039041		
ENSPANG00000039323	ENSG00000122565	ortholog_one2one
ENSPANG00000012322	ENSG00000115548	ortholog_one2one
ENSPANG00000044665		
ENSPANG00000049451	ENSG00000153531	ortholog_one2one
ENSPANG00000040980	ENSG00000115944	ortholog_one2one
ENSPANG00000025500	ENSG00000140678	ortholog_one2one
ENSPANG00000030949		
ENSPANG00000040068		
ENSPANG00000016048	ENSG00000260903	ortholog_one2one
ENSPANG00000023587	ENSG00000101365	ortholog_one2one
ENSPANG00000042417	ENSG00000166262	ortholog_one2many
ENSPANG00000033412	ENSG00000169750	ortholog_one2one
ENSPANG00000048518		
ENSPANG00000004410	ENSG00000244617	ortholog_one2one
ENSPANG00000038516		
ENSPANG00000021694	ENSG00000135638	ortholog_one2one
ENSPANG00000008224	ENSG00000142089	ortholog_one2many
ENSPANG00000025970	ENSG00000148357	ortholog_one2one
ENSPANG00000016070	ENSG00000139364	ortholog_one2one
ENSPANG00000051248		
ENSPANG00000041828		
ENSPANG00000006928	ENSG00000171126	ortholog_one2one
ENSPANG00000022659	ENSG00000150201	ortholog_one2one
ENSPANG00000049112	ENSG00000105193	ortholog_one2one
ENSPANG00000021864		
ENSPANG00000038628	ENSG00000043355	ortholog_one2one
ENSPANG00000004461	ENSG00000102054	ortholog_one2one
ENSPANG00000046623		
ENSPANG00000039893	ENSG00000099804	ortholog_one2one
ENSPANG00000034774	ENSG00000172086	ortholog_one2one
ENSPANG00000020753	ENSG00000105355	ortholog_one2one
ENSPANG00000045265	ENSG00000197457	ortholog_one2one
ENSPANG00000038310		
ENSPANG00000051046		
ENSPANG00000021422	ENSG00000037042	ortholog_one2one
ENSPANG00000041747		
ENSPANG00000023624		
ENSPANG00000004331		
ENSPANG00000047480		
ENSPANG00000007808	ENSG00000170340	ortholog_one2one
ENSPANG00000037439		
ENSPANG00000014125		
ENSPANG00000001383	ENSG00000153250	ortholog_one2one
ENSPANG00000049149		
ENSPANG00000046920		
ENSPANG00000031397		
ENSPANG00000022095	ENSG00000196504	ortholog_one2one
ENSPANG00000050848	ENSG00000140285	ortholog_one2many
ENSPANG00000013263	ENSG00000170802	ortholog_one2one
ENSPANG00000039201		
ENSPANG00000044221	ENSG00000115758	ortholog_one2many
ENSPANG00000021426	ENSG00000108797	ortholog_one2one
ENSPANG00000022169	ENSG00000136492	ortholog_one2one
ENSPANG00000050533	ENSG00000162929	ortholog_one2many
ENSPANG00000021476		
ENSPANG00000016288	ENSG00000110203	ortholog_one2one
ENSPANG00000039978		
ENSPANG00000026451	ENSG00000172071	ortholog_one2one
ENSPANG00000006894	ENSG00000057935	ortholog_one2one
ENSPANG00000011273		
ENSPANG00000024586	ENSG00000089101	ortholog_one2one
ENSPANG00000007736	ENSG00000118922	ortholog_one2one
ENSPANG00000016161	ENSG00000171777	ortholog_one2one
ENSPANG00000048187	ENSG00000198914	ortholog_one2one
ENSPANG00000043192		
ENSPANG00000025476	ENSG00000165304	ortholog_one2one
ENSPANG00000046677		
ENSPANG00000009725	ENSG00000100364	ortholog_one2one
ENSPANG00000012538	ENSG00000175189	ortholog_one2one
ENSPANG00000041671	ENSG00000140262	ortholog_one2many
ENSPANG00000049213	ENSG00000128989	ortholog_one2one
ENSPANG00000020351	ENSG00000154473	ortholog_one2many
ENSPANG00000021184	ENSG00000115561	ortholog_one2one
ENSPANG00000044154		
ENSPANG00000020990	ENSG00000198231	ortholog_one2one
ENSPANG00000021385	ENSG00000068079	ortholog_one2one
ENSPANG00000018548	ENSG00000152284	ortholog_one2one
ENSPANG00000040217		
ENSPANG00000040746		
ENSPANG00000050278	ENSG00000156313	ortholog_one2many
ENSPANG00000025104	ENSG00000119138	ortholog_one2one
ENSPANG00000013694	ENSG00000100147	ortholog_one2one
ENSPANG00000030880	ENSG00000139269	ortholog_one2one
ENSPANG00000003355	ENSG00000206422	ortholog_one2one
ENSPANG00000034471	ENSG00000172270	ortholog_one2one
ENSPANG00000007046	ENSG00000129167	ortholog_one2one
ENSPANG00000035430	ENSG00000204922	ortholog_one2one
ENSPANG00000017195	ENSG00000157456	ortholog_one2many
ENSPANG00000047412		
ENSPANG00000006900	ENSG00000157106	ortholog_one2one
ENSPANG00000017952	ENSG00000204899	ortholog_one2one
ENSPANG00000044947	ENSG00000240505	ortholog_one2many
ENSPANG00000019407	ENSG00000185504	ortholog_one2one
ENSPANG00000009734	ENSG00000167104	ortholog_one2one
ENSPANG00000046957		
ENSPANG00000049588		
ENSPANG00000020111	ENSG00000129680	ortholog_one2one
ENSPANG00000050077		
ENSPANG00000044489		
ENSPANG00000025333	ENSG00000122733	ortholog_one2one
ENSPANG00000000867	ENSG00000136732	ortholog_one2one
ENSPANG00000037301		
ENSPANG00000009987	ENSG00000119772	ortholog_one2one
ENSPANG00000047262	ENSG00000141437	ortholog_one2one
ENSPANG00000020146	ENSG00000204323	ortholog_one2one
ENSPANG00000042124	ENSG00000166148	ortholog_one2one
ENSPANG00000040668		
ENSPANG00000032465	ENSG00000241241	ortholog_one2many
ENSPANG00000032465	ENSG00000212721	ortholog_one2many
ENSPANG00000032465	ENSG00000204880	ortholog_one2many
ENSPANG00000032465	ENSG00000212722	ortholog_one2many
ENSPANG00000041496		
ENSPANG00000031784		
ENSPANG00000043256	ENSG00000186047	ortholog_one2many
ENSPANG00000024053	ENSG00000132510	ortholog_one2one
ENSPANG00000018478	ENSG00000103546	ortholog_one2one
ENSPANG00000010243		
ENSPANG00000048582		
ENSPANG00000025102		
ENSPANG00000038142		
ENSPANG00000035790		
ENSPANG00000034439	ENSG00000183560	ortholog_one2one
ENSPANG00000050564		
ENSPANG00000045606		
ENSPANG00000007771	ENSG00000142002	ortholog_one2one
ENSPANG00000016914	ENSG00000055813	ortholog_one2one
ENSPANG00000033743	ENSG00000240542	ortholog_many2many
ENSPANG00000049945	ENSG00000206181	ortholog_one2one
ENSPANG00000012503		
ENSPANG00000004415	ENSG00000162241	ortholog_one2one
ENSPANG00000040302	ENSG00000175899	ortholog_one2many
ENSPANG00000013640	ENSG00000105185	ortholog_one2one
ENSPANG00000041580		
ENSPANG00000020147	ENSG00000161526	ortholog_one2one
ENSPANG00000039144		
ENSPANG00000015342	ENSG00000117222	ortholog_one2one
ENSPANG00000043111		
ENSPANG00000010877	ENSG00000162882	ortholog_one2one
ENSPANG00000021330	ENSG00000030582	ortholog_one2one
ENSPANG00000025332	ENSG00000137094	ortholog_one2one
ENSPANG00000046812	ENSG00000171989	ortholog_one2many
ENSPANG00000015969	ENSG00000154845	ortholog_one2one
ENSPANG00000047084		
ENSPANG00000014250	ENSG00000124092	ortholog_one2one
ENSPANG00000023615	ENSG00000124422	ortholog_one2many
ENSPANG00000004444	ENSG00000130313	ortholog_one2one
ENSPANG00000040070		
ENSPANG00000004866	ENSG00000110675	ortholog_one2one
ENSPANG00000005743	ENSG00000150403	ortholog_one2one
ENSPANG00000034621	ENSG00000243264	ortholog_one2one
ENSPANG00000024024	ENSG00000163006	ortholog_one2one
ENSPANG00000051119		
ENSPANG00000049336		
ENSPANG00000044180		
ENSPANG00000041379		
ENSPANG00000045468		
ENSPANG00000047986	ENSG00000115541	ortholog_one2one
ENSPANG00000016046	ENSG00000101331	ortholog_one2one
ENSPANG00000047826		
ENSPANG00000019663	ENSG00000110218	ortholog_one2one
ENSPANG00000015084	ENSG00000155749	ortholog_one2one
ENSPANG00000042980		
ENSPANG00000041843		
ENSPANG00000016429	ENSG00000111450	ortholog_one2one
ENSPANG00000023338	ENSG00000136122	ortholog_one2one
ENSPANG00000018603	ENSG00000152518	ortholog_one2one
ENSPANG00000039670		
ENSPANG00000048238	ENSG00000135973	ortholog_one2one
ENSPANG00000039595		
ENSPANG00000019552	ENSG00000103249	ortholog_one2one
ENSPANG00000018854	ENSG00000176641	ortholog_one2one
ENSPANG00000021364	ENSG00000067596	ortholog_one2one
ENSPANG00000042430		
ENSPANG00000007468	ENSG00000166387	ortholog_one2one
ENSPANG00000026139	ENSG00000149654	ortholog_one2one
ENSPANG00000046185	ENSG00000175899	ortholog_one2many
ENSPANG00000025330	ENSG00000174038	ortholog_one2one
ENSPANG00000042907		
ENSPANG00000023556	ENSG00000171451	ortholog_one2one
ENSPANG00000042245		
ENSPANG00000021661	ENSG00000131747	ortholog_one2one
ENSPANG00000041062		
ENSPANG00000009835	ENSG00000174080	ortholog_one2one
ENSPANG00000020746	ENSG00000148735	ortholog_one2one
ENSPANG00000021892	ENSG00000125686	ortholog_one2one
ENSPANG00000020112	ENSG00000186376	ortholog_one2one
ENSPANG00000023582	ENSG00000088827	ortholog_one2one
ENSPANG00000008297		
ENSPANG00000046582	ENSG00000125356	ortholog_one2many
ENSPANG00000018784	ENSG00000254598	ortholog_one2many
ENSPANG00000018784	ENSG00000101266	ortholog_one2many
ENSPANG00000017546	ENSG00000115970	ortholog_one2one
ENSPANG00000024417	ENSG00000147251	ortholog_one2one
ENSPANG00000033826	ENSG00000105085	ortholog_one2one
ENSPANG00000002193		
ENSPANG00000019787	ENSG00000273841	ortholog_one2many
ENSPANG00000038003		
ENSPANG00000041504		
ENSPANG00000019616	ENSG00000162869	ortholog_one2one
ENSPANG00000004951	ENSG00000184384	ortholog_one2one
ENSPANG00000045678		
ENSPANG00000003041		
ENSPANG00000000352	ENSG00000170677	ortholog_one2one
ENSPANG00000017011	ENSG00000171914	ortholog_one2many
ENSPANG00000021533	ENSG00000128422	ortholog_one2one
